Wafer,Session,n,mean,std,CV_pct,min,max,median,mad_std
D07,20190715_190855,14,49410.34335714286,17300.635159218535,35.014197400264614,8955.287,77830.68,48527.729999999996,9747.635393999997
D08,20190526_082853,14,56111.79357142857,14758.875467538743,26.30262646791205,34444.759999999995,76404.6,56472.45,19801.034798999997
D08,20190712_113254,14,836.2857602142857,931.9330850980178,111.43715813829283,-5.754345000000001,2718.2839999999997,444.48265000000004,598.788603588
D23,20190531_072042,14,-119.47565714285714,1.5610640807397431,1.306595936001572,-121.2264,-116.74329999999999,-120.24185,0.9317399699999906
D23,20190603_204847,14,176460.6142857143,34286.39439694494,19.43005499313886,130227.7,238917.8,174719.25,41592.26735999998
D24,20190531_151815,14,-120.00833571428574,2.5296591605642025,2.107902876502497,-122.8184,-113.0561,-120.36755,2.0187822900000065
D24,20190603_225101,14,263922.82857142854,27977.629241219143,10.600685583985861,225853.1,305591.8,259124.2,35736.88692000001
