Wafer,Session,Die,Device,TestSite,DieCol,DieRow,Band,DesignWavelength_nm,PortLabel,Length_um,PeakIL_dB,PeakIL_at_1310_dB,IL_drop_vs_REF_dB,dIL_dV_dB_per_V,I_at_-1V_pA,I_at_-2V_pA
D23,20190603_204847,"(-1,-4)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-4,O,1310.0,IN_2/OUT_2,1500.0,-7.890000638273582,-7.890000638273582,-0.6280613437140614,-0.06736057494907467,-96.63165000000001,-73.71286
D23,20190603_204847,"(-1,-4)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-4,O,1310.0,IN_3/OUT_3,2500.0,-8.645508422851519,-8.645508422851519,-1.383569128291998,-0.1774194802294048,-72.41389,-51.422430000000006
D23,20190603_204847,"(-4,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-4,0,O,1310.0,IN_1/OUT_1,500.0,-6.775334672927867,-6.775334672927867,-0.1149588177420986,-0.015757689317262392,-114.1874,-92.81883
D23,20190603_204847,"(-4,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-4,0,O,1310.0,IN_2/OUT_2,1500.0,-7.4106212323254725,-7.4106212323254725,-0.750245377139704,-0.06152446876862801,-93.32163,-31.26897
D23,20190603_204847,"(-4,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-4,0,O,1310.0,IN_3/OUT_3,2500.0,-7.979130720851509,-7.979130720851509,-1.3187548656657402,-0.16211914163089378,-76.10097999999999,-37.930780000000006
D23,20190603_204847,"(0,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,0,O,1310.0,IN_1/OUT_1,500.0,-5.92372656851697,-5.92372656851697,-0.08692759582670462,-0.01696313877966414,-114.31309999999999,-94.66238
D23,20190603_204847,"(0,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,0,O,1310.0,IN_2/OUT_2,1500.0,-6.457674646377698,-6.457674646377698,-0.6208756736874328,-0.07557363349946294,-94.32719,-73.12619
D23,20190603_204847,"(0,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,0,O,1310.0,IN_3/OUT_3,2500.0,-6.869284298955154,-6.869284298955154,-1.0324853262648892,-0.10462861567916301,-67.59553,-48.28
D23,20190603_204847,"(2,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,0,O,1310.0,IN_1/OUT_1,500.0,-5.924417008956231,-5.924417008956231,-0.18624721730463278,-0.04159483225137481,-116.1986,-94.3272
D23,20190603_204847,"(2,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,0,O,1310.0,IN_2/OUT_2,1500.0,-6.342848399250768,-6.342848399250768,-0.604678607599169,-0.07083261372722212,-92.65124,-70.10952
D23,20190603_204847,"(2,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,0,O,1310.0,IN_3/OUT_3,2500.0,-7.118980417347907,-7.118980417347907,-1.3808106256963084,-0.1421158832470929,-66.25468000000001,-47.81913
D23,20190603_204847,"(-1,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,2,O,1310.0,IN_1/OUT_1,500.0,-5.9893798777931915,-5.9893798777931915,-0.143066469350277,-0.02651710298827357,-114.6902,-93.19589
D23,20190603_204847,"(-1,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,2,O,1310.0,IN_2/OUT_2,1500.0,-6.357000900037252,-6.357000900037252,-0.5106874915943376,-0.07950907540396376,-90.72388000000001,-74.04795
D23,20190603_204847,"(-1,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,2,O,1310.0,IN_3/OUT_3,2500.0,-6.836775838112384,-6.836775838112384,-0.9904624296694697,-0.12387455892297648,-69.39714000000001,-46.05931
D23,20190603_204847,"(-3,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,2,O,1310.0,IN_1/OUT_1,500.0,-6.66228976249687,-6.66228976249687,-0.12106961288841145,-0.027469160193104736,-115.73769999999999,-90.89143
D23,20190603_204847,"(-3,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,2,O,1310.0,IN_2/OUT_2,1500.0,-7.227419459942622,-7.227419459942622,-0.686199310334163,-0.07515843091199419,-91.89706,-69.6067
D23,20190603_204847,"(-3,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,2,O,1310.0,IN_3/OUT_3,2500.0,-7.856889647666907,-7.856889647666907,-1.3156694980584476,-0.12616756446338923,-67.88880999999999,-51.67374
D23,20190603_204847,"(2,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,2,O,1310.0,IN_1/OUT_1,500.0,-6.05312814517901,-6.05312814517901,-0.10411690604049362,-0.021939046782062144,-113.2656,-93.6568
D23,20190603_204847,"(2,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,2,O,1310.0,IN_2/OUT_2,1500.0,-6.735636282448796,-6.735636282448796,-0.7866250433102797,-0.08999079425283939,-90.76576,-72.24634999999999
D23,20190603_204847,"(2,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,2,O,1310.0,IN_3/OUT_3,2500.0,-7.1642078459262235,-7.1642078459262235,-1.215196606787707,-0.13017266766478897,-70.06757,-47.358160000000005
D23,20190603_204847,"(0,3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,3,O,1310.0,IN_1/OUT_1,500.0,-6.370220796026408,-6.370220796026408,-0.08629072555405948,-0.025134688813635602,-114.39689999999999,-88.46131
D23,20190603_204847,"(0,3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,3,O,1310.0,IN_2/OUT_2,1500.0,-6.888018301555189,-6.888018301555189,-0.6040882310828399,-0.0776073692469893,-90.93333,-71.07315
D23,20190603_204847,"(0,3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,3,O,1310.0,IN_3/OUT_3,2500.0,-7.345792539048915,-7.345792539048915,-1.0618624685765665,-0.12618802435021506,-70.90557000000001,-48.07051
D24,20190531_151815,"(-1,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-1,O,1310.0,IN_1/OUT_1,500.0,-6.033948402212182,-6.033948402212182,-0.33063329831512966,-0.000613060041330559,-120.2628,-74.50896999999999
D24,20190531_151815,"(-1,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-1,O,1310.0,IN_2/OUT_2,1500.0,-6.547577010260588,-6.547577010260588,-0.8442619063635357,-0.0175539027952987,-121.4359,-37.72151
D24,20190531_151815,"(-1,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-1,O,1310.0,IN_3/OUT_3,2500.0,-7.062562913605584,-7.062562913605584,-1.3592478097085312,0.01064433682782046,-120.2628,-25.486990000000002
D24,20190531_151815,"(-3,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,-1,O,1310.0,IN_1/OUT_1,500.0,-6.335864067077679,-6.335864067077679,-0.14559735298164078,-0.005210946898330364,-121.10069999999999,-24.73276
D24,20190531_151815,"(-3,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,-1,O,1310.0,IN_2/OUT_2,1500.0,-7.070004620502979,-7.070004620502979,-0.8797379064069402,0.0059909118141955615,-120.8912,-73.41955999999999
D24,20190531_151815,"(-3,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,-1,O,1310.0,IN_3/OUT_3,2500.0,-7.509057331085188,-7.509057331085188,-1.3187906169891495,-0.013592751458452046,-121.31020000000001,-67.05089
D24,20190531_151815,"(3,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,3,-1,O,1310.0,IN_1/OUT_1,500.0,-7.09567928314209,-7.09567928314209,-0.2808039597791048,-0.01875193326735797,-120.0952,-27.959
D24,20190531_151815,"(3,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,3,-1,O,1310.0,IN_2/OUT_2,1500.0,-7.621868071556135,-7.621868071556135,-0.8069927481931503,0.0011651306939117004,-119.38289999999999,-37.386359999999996
D24,20190531_151815,"(3,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,3,-1,O,1310.0,IN_3/OUT_3,2500.0,-8.311244551668523,-8.311244551668523,-1.4963692283055376,0.009580299080336634,-120.68169999999999,-71.28273
D24,20190531_151815,"(-3,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,-3,O,1310.0,IN_1/OUT_1,500.0,-7.566070522580708,-7.566070522580708,-0.2764634226132836,0.005582139463736034,-119.0896,-66.67381
D24,20190531_151815,"(-3,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,-3,O,1310.0,IN_2/OUT_2,1500.0,-8.13226604461631,-8.13226604461631,-0.8426589446488855,0.006608560547007658,-118.084,-26.19933
D24,20190531_151815,"(-3,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,-3,O,1310.0,IN_3/OUT_3,2500.0,-8.668833000491377,-8.668833000491377,-1.3792259005239522,-0.010392994748469804,-118.92200000000001,-71.07321
D24,20190531_151815,"(0,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,-3,O,1310.0,IN_1/OUT_1,500.0,-6.445808598489351,-6.445808598489351,-0.18986679809258167,0.0005580520956175886,-119.8019,-38.601369999999996
D24,20190531_151815,"(0,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,-3,O,1310.0,IN_2/OUT_2,1500.0,-6.9646266445968905,-6.9646266445968905,-0.7086848442001212,-0.004812224284909992,-119.9695,-26.86962
D24,20190531_151815,"(0,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,-3,O,1310.0,IN_3/OUT_3,2500.0,-7.460698545593544,-7.460698545593544,-1.2047567451967751,-0.0034188294360652546,-119.63430000000001,-68.68495999999999
D24,20190531_151815,"(2,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,-3,O,1310.0,IN_1/OUT_1,500.0,-7.166052422523411,-7.166052422523411,-0.02500052322032076,0.004779190479100434,-126.63099999999999,-35.081869999999995
D24,20190531_151815,"(2,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,-3,O,1310.0,IN_2/OUT_2,1500.0,-7.876549720764197,-7.876549720764197,-0.7354978214611068,0.009369478997693984,-113.68459999999999,-67.55374
D24,20190531_151815,"(2,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,-3,O,1310.0,IN_3/OUT_3,2500.0,-8.501267433166726,-8.501267433166726,-1.3602155338636361,0.0016763924362580803,-116.8271,-28.88082
D24,20190531_151815,"(-1,-4)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-4,O,1310.0,IN_1/OUT_1,500.0,-7.519567518523401,-7.519567518523401,-0.12479395659346348,0.01219253646506027,-118.7544,-35.54277
D24,20190531_151815,"(-1,-4)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-4,O,1310.0,IN_2/OUT_2,1500.0,-8.340371122165633,-8.340371122165633,-0.9455975602356954,0.004019126526818617,-120.30470000000001,-67.13474000000001
D24,20190531_151815,"(-1,-4)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-4,O,1310.0,IN_3/OUT_3,2500.0,-8.934935760497902,-8.934935760497902,-1.5401621985679643,-0.0113050734585903,-119.88570000000001,-30.3054
D24,20190531_151815,"(-4,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-4,0,O,1310.0,IN_1/OUT_1,500.0,-6.71691927765348,-6.71691927765348,-0.16745311081997993,0.008078166141549119,-121.26830000000001,-70.82179
D24,20190531_151815,"(-4,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-4,0,O,1310.0,IN_2/OUT_2,1500.0,-7.418949570986363,-7.418949570986363,-0.869483404152863,0.0019242249449456985,-122.31569999999999,-73.58716
D24,20190531_151815,"(-4,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-4,0,O,1310.0,IN_3/OUT_3,2500.0,-8.065632733431721,-8.065632733431721,-1.5161665665982218,0.0076951662446599735,-121.8967,-65.12351
D24,20190531_151815,"(0,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,0,O,1310.0,IN_1/OUT_1,500.0,-5.948932920183459,-5.948932920183459,-0.14335199278220934,0.004379663212118322,-120.30470000000001,-38.475719999999995
D24,20190531_151815,"(0,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,0,O,1310.0,IN_2/OUT_2,1500.0,-6.511999559874574,-6.511999559874574,-0.7064186324733237,-0.001082273250819756,-120.80739999999999,-67.26035
D24,20190531_151815,"(0,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,0,O,1310.0,IN_3/OUT_3,2500.0,-7.133272550543936,-7.133272550543936,-1.3276916231426856,-0.008169396663325548,-123.32119999999999,-35.71039
D24,20190531_151815,"(2,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,0,O,1310.0,IN_1/OUT_1,500.0,-5.998312516645952,-5.998312516645952,-0.05197251042108153,-0.011718763444758418,-119.5086,-23.97852
D24,20190531_151815,"(2,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,0,O,1310.0,IN_2/OUT_2,1500.0,-6.687236554551857,-6.687236554551857,-0.7408965483269867,-0.013328637998589098,-122.8603,-38.43376
D24,20190531_151815,"(2,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,0,O,1310.0,IN_3/OUT_3,2500.0,-7.207771802435246,-7.207771802435246,-1.2614317962103758,0.0006861671753991182,-121.7291,-69.18777
D24,20190531_151815,"(-1,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,2,O,1310.0,IN_1/OUT_1,500.0,-5.827395009994394,-5.827395009994394,-0.1578267288205506,0.0005399404972639675,-123.74019999999999,-37.47012
D24,20190531_151815,"(-1,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,2,O,1310.0,IN_2/OUT_2,1500.0,-6.416426008397883,-6.416426008397883,-0.7468577272240395,0.008396554486981114,-121.8967,-33.23831
D24,20190531_151815,"(-1,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,2,O,1310.0,IN_3/OUT_3,2500.0,-7.013352108001756,-7.013352108001756,-1.343783826827913,-0.0038865942951782427,-122.1481,-68.81065000000001
D24,20190531_151815,"(-3,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,2,O,1310.0,IN_1/OUT_1,500.0,-6.242284834384946,-6.242284834384946,-0.0990087914467832,-0.007488653836543944,-122.0224,-71.19893
D24,20190531_151815,"(-3,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,2,O,1310.0,IN_2/OUT_2,1500.0,-7.030987443923943,-7.030987443923943,-0.88771140098578,-0.016677492843508373,-118.7963,-31.771810000000002
D24,20190531_151815,"(-3,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,2,O,1310.0,IN_3/OUT_3,2500.0,-7.619652401317063,-7.619652401317063,-1.4763763583789,-0.008986943420728555,-121.0588,-68.26602
D24,20190531_151815,"(2,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,2,O,1310.0,IN_1/OUT_1,500.0,-6.032553264072936,-6.032553264072936,-0.01489256918000681,0.0011116797236413716,-122.77650000000001,-24.56517
D24,20190531_151815,"(2,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,2,O,1310.0,IN_2/OUT_2,1500.0,-6.710839062320944,-6.710839062320944,-0.6931783674280148,-0.015417243363132346,-123.86580000000001,-63.0286
D24,20190531_151815,"(2,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,2,O,1310.0,IN_3/OUT_3,2500.0,-7.210129833221432,-7.210129833221432,-1.1924691383285024,-0.006592823977902749,-120.8912,-21.506500000000003
D24,20190531_151815,"(0,3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,3,O,1310.0,IN_1/OUT_1,500.0,-6.090770935525774,-6.090770935525774,-0.010321316232688282,0.008379230037634786,-123.61449999999999,-34.4535
D24,20190531_151815,"(0,3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,3,O,1310.0,IN_2/OUT_2,1500.0,-6.656424536849376,-6.656424536849376,-0.57597491755629,-0.005673551975443481,-117.62310000000001,-70.15144000000001
D24,20190531_151815,"(0,3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,3,O,1310.0,IN_3/OUT_3,2500.0,-7.108830734175178,-7.108830734175178,-1.0283811148820918,0.006149132144220546,-120.0114,-35.5427
D24,20190603_225101,"(-1,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-1,O,1310.0,IN_1/OUT_1,500.0,-5.941821734110445,-5.941821734110445,-0.15833744376585734,-0.027499206388601625,-113.517,-87.70712999999999
D24,20190603_225101,"(-1,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-1,O,1310.0,IN_2/OUT_2,1500.0,-6.404063796997185,-6.404063796997185,-0.6205795066525974,-0.07832218463745533,-96.54787999999999,-76.85523
D24,20190603_225101,"(-1,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-1,O,1310.0,IN_3/OUT_3,2500.0,-6.929708451935671,-6.929708451935671,-1.1462241615910829,-0.09674399127614294,-75.22124000000001,-49.83024
D24,20190603_225101,"(-3,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,-1,O,1310.0,IN_1/OUT_1,500.0,-6.213566581801679,-6.213566581801679,-0.13794962002394318,-0.024914056312044748,-115.6958,-91.77135999999999
D24,20190603_225101,"(-3,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,-1,O,1310.0,IN_2/OUT_2,1500.0,-6.874654452006104,-6.874654452006104,-0.7990374902283683,-0.0781271704904365,-90.76572,-71.03119
D24,20190603_225101,"(-3,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,-1,O,1310.0,IN_3/OUT_3,2500.0,-7.335658653495241,-7.335658653495241,-1.2600416917175048,-0.13299728322995683,-69.10388999999999,-46.89728
D24,20190603_225101,"(3,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,3,-1,O,1310.0,IN_1/OUT_1,500.0,-6.964304129282631,-6.964304129282631,-0.10049387902934459,-0.018912917812796498,-114.9416,-89.25743
D24,20190603_225101,"(3,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,3,-1,O,1310.0,IN_2/OUT_2,1500.0,-7.471335630416763,-7.471335630416763,-0.6075253801634766,-0.07333788369968977,-92.77693000000001,-73.7547
D24,20190603_225101,"(3,-1)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,3,-1,O,1310.0,IN_3/OUT_3,2500.0,-8.066709654671875,-8.066709654671875,-1.2028994044185888,-0.1250456832225212,-69.14588,-47.98667
D24,20190603_225101,"(-3,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,-3,O,1310.0,IN_1/OUT_1,500.0,-7.457363456487668,-7.457363456487668,-0.17264232761936515,-0.014077609119237104,-114.39689999999999,-89.84397
D24,20190603_225101,"(-3,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,-3,O,1310.0,IN_2/OUT_2,1500.0,-8.10295036860912,-8.10295036860912,-0.8182292397408171,-0.1145672871537092,-95.96124999999999,-70.73791999999999
D24,20190603_225101,"(-3,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,-3,O,1310.0,IN_3/OUT_3,2500.0,-8.600737118961776,-8.600737118961776,-1.3160159900934731,-0.09967242704062022,-70.36086,-52.84699
D24,20190603_225101,"(0,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,-3,O,1310.0,IN_1/OUT_1,500.0,-6.321470825039652,-6.321470825039652,-0.18529029896127547,-0.028660437335315668,-112.4696,-93.82443
D24,20190603_225101,"(0,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,-3,O,1310.0,IN_2/OUT_2,1500.0,-6.84427503624345,-6.84427503624345,-0.7080945101650729,-0.07504058754634434,-92.48362,-78.11226
D24,20190603_225101,"(0,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,-3,O,1310.0,IN_3/OUT_3,2500.0,-7.355081359545294,-7.355081359545294,-1.2189008334669174,-0.1188947084484831,-70.31895,-47.0649
D24,20190603_225101,"(2,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,-3,O,1310.0,IN_1/OUT_1,500.0,-7.157669621284595,-7.157669621284595,-0.04724361811366862,-0.03193308773385564,-114.56450000000001,-93.3216
D24,20190603_225101,"(2,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,-3,O,1310.0,IN_2/OUT_2,1500.0,-7.7925650262340795,-7.7925650262340795,-0.6821390230631534,-0.06637139865091868,-93.57300000000001,-70.27712
D24,20190603_225101,"(2,-3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,-3,O,1310.0,IN_3/OUT_3,2500.0,-8.277836587694255,-8.277836587694255,-1.1674105845233287,-0.15910137024009688,-68.01447999999999,-46.56214
D24,20190603_225101,"(-1,-4)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-4,O,1310.0,IN_1/OUT_1,500.0,-7.545058688731863,-7.545058688731863,-0.29548920043759175,-0.03690279104278146,-113.8522,-93.90823
D24,20190603_225101,"(-1,-4)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-4,O,1310.0,IN_2/OUT_2,1500.0,-8.15546045497983,-8.15546045497983,-0.9058909666855586,-0.09814448453323395,-73.16815,-72.41394
D24,20190603_225101,"(-1,-4)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,-4,O,1310.0,IN_3/OUT_3,2500.0,-8.682259854582039,-8.682259854582039,-1.4326903662877681,-0.16386666477584821,-70.48657,-52.51181
D24,20190603_225101,"(-4,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-4,0,O,1310.0,IN_1/OUT_1,500.0,-6.625123649835656,-6.625123649835656,0.1160279440251335,-0.01646964811104366,-102.12049999999999,-103.04220000000001
D24,20190603_225101,"(-4,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-4,0,O,1310.0,IN_2/OUT_2,1500.0,-7.336731011105657,-7.336731011105657,-0.5955794172448678,-0.05806714446775014,-96.25455,-73.29379
D24,20190603_225101,"(-4,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-4,0,O,1310.0,IN_3/OUT_3,2500.0,-8.004633373684383,-8.004633373684383,-1.2634817798235938,-0.12669745280936306,-55.821850000000005,-53.81066
D24,20190603_225101,"(0,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,0,O,1310.0,IN_1/OUT_1,500.0,-5.907474806814499,-5.907474806814499,-0.10283537200010961,-0.03137714161594651,-116.65950000000001,-95.1652
D24,20190603_225101,"(0,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,0,O,1310.0,IN_2/OUT_2,1500.0,-6.4094768981544235,-6.4094768981544235,-0.6048374633400337,-0.05583196748133854,-94.36909,-70.52844999999999
D24,20190603_225101,"(0,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,0,O,1310.0,IN_3/OUT_3,2500.0,-6.949300790073953,-6.949300790073953,-1.1446613552595633,-0.11031603751323439,-62.40002,-50.33303
D24,20190603_225101,"(2,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,0,O,1310.0,IN_1/OUT_1,500.0,-5.920098796035277,-5.920098796035277,0.21286585434493244,-0.025233772402673306,-114.1455,-92.60932
D24,20190603_225101,"(2,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,0,O,1310.0,IN_2/OUT_2,1500.0,-6.522772312164176,-6.522772312164176,-0.38980766178396653,-0.09082168379193975,-93.44732,-71.61782000000001
D24,20190603_225101,"(2,0)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,0,O,1310.0,IN_3/OUT_3,2500.0,-7.039025402069136,-7.039025402069136,-0.9060607516889263,-0.114618377898141,-69.60667,-45.93357
D24,20190603_225101,"(-1,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,2,O,1310.0,IN_1/OUT_1,500.0,-5.792705006069643,-5.792705006069643,-0.18204614148389453,-0.019823341708424567,-117.1204,-92.19033
D24,20190603_225101,"(-1,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,2,O,1310.0,IN_2/OUT_2,1500.0,-6.294076270663883,-6.294076270663883,-0.6834174060781342,-0.08883994942086074,-95.75177000000001,-71.36639000000001
D24,20190603_225101,"(-1,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-1,2,O,1310.0,IN_3/OUT_3,2500.0,-6.857336388420808,-6.857336388420808,-1.246677523835059,-0.12636965467671302,-68.34967999999999,-45.556520000000006
D24,20190603_225101,"(-3,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,2,O,1310.0,IN_1/OUT_1,500.0,-6.149709436082366,-6.149709436082366,-0.005743323095778408,-0.032836617624862216,-127.34320000000001,-84.43898
D24,20190603_225101,"(-3,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,2,O,1310.0,IN_2/OUT_2,1500.0,-6.875953703215545,-6.875953703215545,-0.7319875902289574,-0.06451384657585826,-86.07307,-71.78545
D24,20190603_225101,"(-3,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,-3,2,O,1310.0,IN_3/OUT_3,2500.0,-7.3809793238739685,-7.3809793238739685,-1.2370132108873806,-0.14435622072833174,-68.76869,-52.46979
D24,20190603_225101,"(2,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,2,O,1310.0,IN_1/OUT_1,500.0,-5.9470949367601325,-5.9470949367601325,0.1650301321428822,-0.03433156883067458,-112.8047,-94.15961
D24,20190603_225101,"(2,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,2,O,1310.0,IN_2/OUT_2,1500.0,-6.57988224125874,-6.57988224125874,-0.467757172355725,-0.07506795069206616,-90.22108999999999,-72.87484
D24,20190603_225101,"(2,2)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,2,2,O,1310.0,IN_3/OUT_3,2500.0,-7.005449097565951,-7.005449097565951,-0.8933240286629367,-0.12094832039432785,-68.76869,-46.60403
D24,20190603_225101,"(0,3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,3,O,1310.0,IN_1/OUT_1,500.0,-5.973984414880926,-5.973984414880926,0.036378441435005904,-0.020407702735897842,-113.4751,-94.66238
D24,20190603_225101,"(0,3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,3,O,1310.0,IN_2/OUT_2,1500.0,-6.525224485397333,-6.525224485397333,-0.514861629081401,-0.08951985873756826,-93.11213000000001,-72.20442
D24,20190603_225101,"(0,3)",PCM_PSLOTE_P1N1,PCM_PSLOTE_P1N1,0,3,O,1310.0,IN_3/OUT_3,2500.0,-6.980756004258041,-6.980756004258041,-0.9703931479421097,-0.13557571731613532,-70.44468,-48.321870000000004
