Wafer,Session,n,FSR_mean_nm,FSR_std_nm,FSR_relative_variation_pct,Implied_index_variation_pct
D07,20190715_190855,14,14.33603571428571,0.11809410105209288,0.8237570232502514,0.8237570232502514
D08,20190526_082853,14,9.821417857142867,0.058005794163961955,0.5906050939658963,0.5906050939658963
D08,20190712_113254,14,14.246538166428584,0.08609001104739412,0.6042872313377989,0.6042872313377989
D23,20190531_072042,14,9.854700000000078,0.08347775383066627,0.8470856934322264,0.8470856934322264
D23,20190603_204847,14,9.840042857142814,0.08798357988662919,0.8941381776885511,0.8941381776885511
D24,20190531_151815,14,9.851578571428579,0.06099026629237464,0.6190913045068515,0.6190913045068515
D24,20190603_225101,14,9.819642857142883,0.0669145346322398,0.681435522714206,0.681435522714206
